0.000000,-0.055000
0.605000,-0.055000
1.210000,-0.055000
1.815000,-0.055000
2.420000,-0.055000
3.025000,-0.055000
3.630000,-0.055000
4.235000,-0.055000
4.840000,-0.055000
5.445000,-0.055000
6.050000,-0.055000
0.000000,0.550000
0.605000,0.550000
1.210000,0.550000
1.815000,0.550000
2.420000,0.550000
3.025000,0.550000
3.630000,0.550000
4.235000,0.550000
4.840000,0.550000
5.445000,0.550000
6.050000,0.550000
0.000000,1.155000
0.605000,1.155000
1.210000,1.155000
1.815000,1.155000
2.420000,1.155000
3.025000,1.155000
3.630000,1.155000
4.235000,1.155000
4.840000,1.155000
5.445000,1.155000
6.050000,1.155000
0.000000,1.760000
0.605000,1.760000
1.210000,1.760000
1.815000,1.760000
2.420000,1.760000
3.025000,1.760000
3.630000,1.760000
4.235000,1.760000
4.840000,1.760000
5.445000,1.760000
6.050000,1.760000
0.000000,2.365000
0.605000,2.365000
1.210000,2.365000
1.815000,2.365000
2.420000,2.365000
3.025000,2.365000
3.630000,2.365000
4.235000,2.365000
4.840000,2.365000
5.445000,2.365000
6.050000,2.365000
4.840000,2.970000
5.445000,2.970000
6.050000,2.970000
4.840000,3.575000
5.445000,3.575000
6.050000,3.575000
4.840000,4.180000
5.445000,4.180000
6.050000,4.180000
4.840000,4.785000
5.445000,4.785000
6.050000,4.785000
4.840000,5.390000
5.445000,5.390000
6.050000,5.390000
0.000000,3.080000
0.605000,3.080000
1.210000,3.080000
1.815000,3.080000
0.000000,3.685000
0.605000,3.685000
1.210000,3.685000
1.815000,3.685000
0.000000,4.290000
0.605000,4.290000
1.210000,4.290000
1.815000,4.290000
0.000000,4.895000
0.605000,4.895000
1.210000,4.895000
1.815000,4.895000
0.000000,5.500000
0.605000,5.500000
1.210000,5.500000
1.815000,5.500000
3.640000,3.080000
4.245000,3.080000
3.640000,3.685000
4.245000,3.685000
3.035000,4.290000
3.640000,4.290000
4.245000,4.290000
2.430000,4.895000
3.035000,4.895000
3.640000,4.895000
4.245000,4.895000
3.035000,5.500000
3.640000,5.500000
4.245000,5.500000
